Accident_ID,Accident Date,Day_of_Week,Junction_Detail,Accident_Injuries,Light_Conditions,death_toll,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Speed_limit,Hour_of_Accident,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901KG77036,2021-01-02,Friday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901KG77047,2021-01-28,Wednesday,Other junction,Serious,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901KG77051,2021-01-11,Sunday,T or staggered junction,Serious,Darkness - lights lit,6.0,3.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901KG77059,2021-02-07,Saturday,Roundabout,Slight,Darkness - lights lit,2.0,2.0,Wet or damp,Roundabout,30.0,4.0,Urban,Fine no high winds,Van
200901KG79005,2021-12-29,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901KG79006,2021-12-10,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901KG79009,2021-12-11,Friday,Crossroads,Serious,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901KG79013,2021-09-17,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Van
200901KG79022,2021-12-17,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901KG79024,2021-12-29,Tuesday,More than 4 arms (not roundabout),Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Raining no high winds,Car
200901KG79025,2021-12-31,Thursday,Crossroads,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901LX50002,2021-01-08,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50003,2021-01-06,Tuesday,Not at junction or within 20 metres,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50004,2021-01-12,Monday,T or staggered junction,Slight,Daylight,1.0,3.0,Wet or damp,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50006,2021-01-16,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50007,2021-01-12,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50008,2021-01-09,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50009,2021-01-16,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901LX50011,2021-01-13,Tuesday,T or staggered junction,Serious,Darkness - lights lit,1.0,2.0,Wet or damp,Dual carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50012,2021-01-11,Sunday,T or staggered junction,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901LX50013,2021-01-09,Friday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50014,2021-01-23,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50015,2021-01-14,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Motorcycle
200901LX50016,2021-01-19,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Wet or damp,Dual carriageway,30.0,8.0,Urban,Fine no high winds,Motorcycle
200901LX50017,2021-01-05,Monday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50019,2021-01-27,Tuesday,Private drive or entrance,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901LX50020,2021-01-23,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901LX50021,2021-01-12,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,13.0,Urban,Raining no high winds,Car
200901LX50024,2021-01-21,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Raining no high winds,Motorcycle
200901LX50025,2021-01-13,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50026,2021-01-23,Friday,Crossroads,Serious,Daylight,2.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50028,2021-01-27,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901LX50029,2021-01-28,Wednesday,T or staggered junction,Serious,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Raining no high winds,Car
200901LX50030,2021-01-22,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,8.0,Urban,Raining no high winds,Car
200901LX50031,2021-01-27,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Taxi
200901LX50033,2021-01-24,Saturday,Not at junction or within 20 metres,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901LX50034,2021-01-27,Tuesday,Crossroads,Slight,Darkness - lights lit,2.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50035,2021-01-28,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,7.0,Urban,Raining no high winds,Car
200901LX50036,2021-01-26,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50038,2021-01-31,Saturday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50039,2021-02-01,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50040,2021-01-30,Friday,T or staggered junction,Serious,Daylight,1.0,3.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50042,2021-01-31,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,16.0,Urban,Fine + high winds,Motorcycle
200901LX50043,2021-01-24,Saturday,T or staggered junction,Serious,Daylight,1.0,1.0,Dry,One way street,30.0,8.0,Urban,Fine no high winds,Car
200901LX50044,2021-02-04,Wednesday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Frost or ice,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901LX50045,2021-02-04,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50047,2021-01-30,Friday,Crossroads,Serious,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Van
200901LX50048,2021-01-14,Wednesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Bus
200901LX50049,2021-02-06,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Motorcycle
200901LX50050,2021-02-01,Sunday,Roundabout,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Roundabout,30.0,19.0,Urban,Raining no high winds,Car
200901LX50051,2021-01-29,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901LX50052,2021-02-05,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,8.0,Urban,Raining no high winds,Car
200901LX50053,2021-02-04,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Frost or ice,Single carriageway,30.0,9.0,Urban,Other,Car
200901LX50054,2021-01-30,Friday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50055,2021-02-06,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,22.0,Urban,Raining no high winds,Car
200901LX50056,2021-02-08,Sunday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901LX50057,2021-02-04,Wednesday,Not at junction or within 20 metres,Slight,Daylight,1.0,3.0,Wet or damp,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50058,2021-02-05,Thursday,Roundabout,Slight,Daylight,1.0,2.0,Dry,Roundabout,30.0,8.0,Urban,Fine no high winds,Car
200901LX50059,2021-02-06,Friday,T or staggered junction,Slight,Darkness - lights lit,2.0,2.0,Wet or damp,Single carriageway,30.0,21.0,Urban,Raining no high winds,Bus
200901LX50060,2021-02-12,Thursday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Snowing no high winds,Car
200901LX50061,2021-02-09,Monday,Crossroads,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,19.0,Urban,Raining no high winds,Car
200901LX50062,2021-02-15,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50063,2021-02-15,Sunday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901LX50064,2021-02-13,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50065,2021-02-13,Friday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,4.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Motorcycle
200901LX50067,2021-02-16,Monday,T or staggered junction,Slight,Darkness - lights lit,1.0,3.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Van
200901LX50069,2021-02-14,Saturday,T or staggered junction,Serious,Darkness - lights lit,2.0,2.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901LX50070,2021-02-14,Saturday,Crossroads,Slight,Darkness - lights lit,2.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50071,2021-02-11,Wednesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50072,2021-02-05,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901LX50073,2021-02-13,Friday,Crossroads,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Van
200901LX50074,2021-02-09,Monday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50081,2021-02-11,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50082,2021-02-07,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Motorcycle
200901LX50083,2021-02-16,Monday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Motorcycle
200901LX50084,2021-02-13,Friday,Roundabout,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50085,2021-02-13,Friday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50086,2021-02-18,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Van
200901LX50087,2021-02-15,Sunday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50088,2021-02-11,Wednesday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50089,2021-02-14,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50090,2021-02-16,Monday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,5.0,Urban,Fine no high winds,Car
200901LX50091,2021-02-14,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901LX50092,2021-02-20,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,6.0,Urban,Other,Car
200901LX50093,2021-02-23,Monday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50094,2021-02-23,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50095,2021-02-20,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50096,2021-02-01,Sunday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Snow,Single carriageway,30.0,20.0,Urban,Snowing no high winds,Car
200901LX50097,2021-01-23,Friday,T or staggered junction,Slight,Daylight,2.0,2.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Raining no high winds,Car
200901LX50098,2021-01-29,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901LX50099,2021-02-23,Monday,Crossroads,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50100,2021-02-21,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901LX50101,2021-01-13,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,16.0,Urban,Fine no high winds,Van
200901LX50103,2021-02-26,Thursday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50104,2021-02-28,Saturday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50105,2021-02-23,Monday,Not at junction or within 20 metres,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Other
200901LX50106,2021-03-02,Monday,More than 4 arms (not roundabout),Slight,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901LX50107,2021-02-25,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50108,2021-02-23,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50109,2021-02-23,Monday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50110,2021-02-27,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901LX50111,2021-02-26,Thursday,Private drive or entrance,Serious,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Van
200901LX50112,2021-01-13,Tuesday,Slip road,Slight,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,14.0,Urban,Fine no high winds,Other
200901LX50113,2021-02-18,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Dual carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901LX50114,2021-02-16,Monday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50115,2021-02-09,Monday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,21.0,Urban,Raining no high winds,Car
200901LX50116,2021-02-16,Monday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901LX50117,2021-02-27,Friday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Van
200901LX50118,2021-02-02,Monday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Snow,Single carriageway,30.0,2.0,Urban,Snowing no high winds,Car
200901LX50119,2021-02-25,Wednesday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50120,2021-03-01,Sunday,T or staggered junction,Serious,Daylight,3.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901LX50121,2021-02-18,Wednesday,Not at junction or within 20 metres,Slight,Darkness - lights lit,2.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50122,2021-02-28,Saturday,Private drive or entrance,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50123,2021-03-03,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Wet or damp,Dual carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901LX50124,2021-02-28,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,4.0,Urban,Fine no high winds,Car
200901LX50125,2021-02-17,Tuesday,Not at junction or within 20 metres,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50126,2021-02-27,Friday,T or staggered junction,Slight,Darkness - lights lit,2.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901LX50127,2021-03-04,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50128,2021-02-19,Thursday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50130,2021-02-25,Wednesday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50133,2021-02-18,Wednesday,T or staggered junction,Serious,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901LX50134,2021-03-05,Thursday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,14.0,Urban,Fine no high winds,Other
200901LX50135,2021-02-09,Monday,Crossroads,Slight,Daylight,2.0,2.0,Wet or damp,Single carriageway,30.0,11.0,Urban,Raining no high winds,Car
200901LX50136,2021-03-11,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Taxi
200901LX50137,2021-03-07,Saturday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50138,2021-02-26,Thursday,Crossroads,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50140,2021-03-06,Friday,Private drive or entrance,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901LX50141,2021-03-08,Sunday,Crossroads,Serious,Darkness - lights lit,2.0,3.0,Wet or damp,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901LX50142,2021-03-03,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,20.0,Urban,Raining no high winds,Car
200901LX50143,2021-02-27,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50144,2021-03-11,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Motorcycle
200901LX50145,2021-03-12,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Van
200901LX50146,2021-03-06,Friday,T or staggered junction,Serious,Daylight,2.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50147,2021-03-04,Wednesday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Motorcycle
200901LX50148,2021-03-14,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901LX50149,2021-03-07,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50150,2021-03-05,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Motorcycle
200901LX50151,2021-03-11,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901LX50152,2021-03-17,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Motorcycle
200901LX50153,2021-03-11,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Other
200901LX50156,2021-03-12,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50158,2021-03-16,Monday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,5.0,Urban,Fine no high winds,Car
200901LX50159,2021-01-06,Tuesday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50160,2021-03-13,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,One way street,30.0,12.0,Urban,Fine no high winds,Motorcycle
200901LX50161,2021-03-12,Thursday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50162,2021-03-13,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50163,2021-03-13,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50164,2021-03-20,Friday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,2.0,Urban,Fine no high winds,Car
200901LX50166,2021-03-21,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50167,2021-03-03,Tuesday,Crossroads,Serious,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,23.0,Urban,Raining no high winds,Car
200901LX50168,2021-03-18,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Van
200901LX50169,2021-03-16,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50171,2021-03-13,Friday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901LX50176,2021-03-10,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50177,2021-03-12,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50178,2021-03-21,Saturday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Van
200901LX50179,2021-03-17,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Motorcycle
200901LX50180,2021-03-17,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50181,2021-03-17,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,6.0,Urban,Fine no high winds,Car
200901LX50182,2021-03-22,Sunday,Crossroads,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Van
200901LX50183,2021-03-20,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901LX50184,2021-03-20,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Dual carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50185,2021-03-21,Saturday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Dual carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50186,2021-03-03,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50189,2021-03-11,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Other
200901LX50190,2021-03-24,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Bus
200901LX50191,2021-03-23,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Other
200901LX50192,2021-03-24,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901LX50193,2021-03-25,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
